Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
We are not going to whistle.,Monica,anger,negative,1955,9,946,9,1,11,"0:00:28,870","0:00:30,007"
"Come on, do it.",Phoebe,neutral,neutral,1955,10,946,10,1,11,"0:00:30,113","0:00:30,739"
No!,Monica,anger,negative,1955,11,946,11,1,11,"0:00:30,739","0:00:31,091"
Do it!,Phoebe,joy,positive,1955,12,946,12,1,11,"0:00:31,091","0:00:31,300"
No!,Monica,anger,negative,1955,13,946,13,1,11,"0:00:31,300","0:00:31,440"
Do it do it do it!,Phoebe,joy,positive,1955,14,946,14,1,11,"0:00:31,489","0:00:32,449"
Woo-woo!,Monica,joy,positive,1955,15,946,15,1,11,"0:00:32,449","0:00:33,556"
I can't believe you did that!,Phoebe,surprise,negative,1955,16,946,16,1,11,"00:00:38,955","00:00:41,331"
"Hi! Umm, I’m Monica Geller, I’m the chef at Alessandro’s.",Monica,neutral,neutral,1956,0,947,0,8,21,"00:08:35,224","00:08:38,227"
Still?,The Food Critic,surprise,negative,1956,1,947,1,8,21,"00:08:38,393","00:08:40,479"
"I think the things that you said about me are really unfair, and I would like for you to give my bouillabaisse another chance.",Monica,neutral,neutral,1956,2,947,2,8,21,"00:08:40,646","00:08:49,404"
I don’t see any reason why I would do that to myself again.,The Food Critic,joy,positive,1956,3,947,3,8,21,"00:08:46,443","00:08:49,404"
"Spoon?  So, what do you think?",Monica,joy,positive,1956,4,947,5,8,21,"00:08:59,706","00:09:02,292"
"I’m torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal.",The Food Critic,disgust,negative,1956,5,947,6,8,21,"00:09:02,459","00:09:11,426"
I don’t see any reason why I would do that to myself again.,The Food Critic,joy,positive,1957,0,947,3,8,21,"00:08:46,443","00:08:49,404"
"Either eat it, or be in it.",Joey,anger,negative,1957,1,947,4,8,21,"00:08:49,571","00:08:52,282"
"I’m torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal.",The Food Critic,disgust,negative,1957,2,947,6,8,21,"00:09:02,459","00:09:11,426"
Thata girl! Huh? We should get out of here.. there’s a new class comin’ in.,Joey,joy,positive,1957,3,947,7,8,21,"00:09:14,054","00:09:19,518"
"Either eat it, or be in it.",Joey,anger,negative,1958,0,947,4,8,21,"00:08:49,571","00:08:52,282"
"Spoon?  So, what do you think?",Monica,joy,positive,1958,1,947,5,8,21,"00:08:59,706","00:09:02,292"
Thata girl! Huh? We should get out of here.. there’s a new class comin’ in.,Joey,joy,positive,1959,0,947,7,8,21,"00:09:14,054","00:09:19,518"
"Welcome to introduction to cooking. Now, before we start, can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce?",The Cooking Teacher,neutral,neutral,1959,1,947,8,8,21,"00:09:19,685","00:09:26,316"
"Welcome to introduction to cooking. Now, before we start, can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce?",The Cooking Teacher,neutral,neutral,1960,0,947,8,8,21,"00:09:19,685","00:09:26,316"
I can.,Monica,neutral,neutral,1960,1,947,9,8,21,"0:09:28,902","0:09:29,664"
"Okay, go ahead.",The Cooking Teacher,neutral,neutral,1960,2,947,10,8,21,"0:09:29,664","0:09:31,124"
"Well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon.",Monica,neutral,neutral,1960,3,947,11,8,21,"00:09:31,238","00:09:42,874"
"That’s very good, what’s your name?",The Cooking Teacher,neutral,neutral,1960,4,947,12,8,21,"0:09:40,080","0:09:42,352"
Monica.,Monica,neutral,neutral,1960,5,947,13,8,21,"0:09:42,352","0:09:42,918"
"Monica, you go to the head of the class.",The Cooking Teacher,neutral,neutral,1960,6,947,14,8,21,"0:09:43,041","0:09:45,002"
Okay.,Monica,joy,positive,1960,7,947,15,8,21,"0:09:45,002","0:09:47,088"
"And there's a country called Argentinaaaa,    it's a place I've never seeeeen.",Phoebe,neutral,neutral,1961,0,948,0,9,19,"00:06:21,006","00:06:26,720"
But I'm told for fifty pesos you can buy a    human spleen.,Phoebe,neutral,neutral,1961,1,948,1,9,19,"00:06:26,887","00:06:33,185"
Human spleeeen.,Phoebe,neutral,neutral,1961,2,948,2,9,19,"00:06:33,352","00:06:37,231"
Olé!,Phoebe,joy,positive,1961,3,948,3,9,19,"00:06:37,398","00:06:38,607"
What are you doing here!,Monica,surprise,positive,1961,4,948,4,9,19,"00:06:40,734","00:06:42,164"
"Well, you said that you had customers lined up in the street,    so I am here to entertain!",Phoebe,joy,positive,1961,5,948,5,9,19,"00:06:42,361","00:06:46,365"
Great!,Monica,joy,positive,1961,6,948,6,9,19,"0:06:46,532","0:06:47,094"
Yeah!,Phoebe,joy,positive,1961,7,948,7,9,19,"0:06:47,094","0:06:49,370"
"It really has been great too, you know, some of this people    must have seen me play before because they were requesting a bunch of my songs!",Phoebe,joy,positive,1961,8,948,8,9,19,"00:06:46,532","00:06:54,081"
"Yeah, ""You suck"" and ""shut up and go home"".",Phoebe,joy,positive,1961,9,948,9,9,19,"00:06:54,248","00:06:58,710"
Listen Phoebe...,Monica,joy,positive,1961,10,948,10,9,19,"0:07:00,546","0:07:01,589"
Yeah.,Phoebe,neutral,neutral,1961,11,948,11,9,19,"0:07:01,589","0:07:02,063"
"You know how much I love listening to your music, you know,    but...",Monica,neutral,neutral,1961,12,948,12,9,19,"00:07:02,172","00:07:08,095"
But what?,Phoebe,neutral,neutral,1961,13,948,13,9,19,"00:07:05,217","00:07:08,095"
This is kind of a classy place.,Monica,neutral,neutral,1961,14,948,14,9,19,"00:07:08,262","00:07:13,183"
"Ok, say no more.",Phoebe,neutral,neutral,1961,15,948,15,9,19,"00:07:13,600","00:07:14,893"
"I'm so bored! Stupid rain, we... we can't do anything.",Joey,sadness,negative,1962,0,949,0,9,23,"00:17:58,118","00:18:04,290"
"Well, I've brought some books. We could read.",Rachel,neutral,neutral,1962,1,949,1,9,23,"00:18:04,458","00:18:07,168"
"Hey, it hasn't come to that yet.",Joey,joy,positive,1962,2,949,2,9,23,"00:18:07,336","00:18:09,295"
Hey hey hey! Don't mind if I do!,Joey,joy,positive,1962,3,949,3,9,23,"00:18:10,672","00:18:12,632"
"Hey Rach, do you feel like going to a convention?",Joey,neutral,neutral,1962,4,949,5,9,23,"00:18:18,806","00:18:21,015"
We can't. We're not pharmacists!,Rachel,sadness,negative,1962,5,949,6,9,23,"00:18:21,517","00:18:24,894"
"I know we're not, but  Frank Medeio and...  Eva Trorro... womba...",Joey,neutral,neutral,1962,6,949,7,9,23,"00:18:25,062","00:18:29,315"
Kate Miller?,Rachel,neutral,neutral,1962,7,949,8,9,23,"0:18:34,196","0:18:35,197"
Kate Miller it is.,Joey,neutral,neutral,1962,8,949,9,9,23,"0:18:35,197","0:18:37,309"
And... that's the most sex I'm gonna have this weekend.,Rachel,joy,positive,1962,9,949,10,9,23,"00:18:39,952","00:18:43,830"
In that case should I make sure it's on real good?,Joey,neutral,neutral,1962,10,949,11,9,23,"00:18:43,997","00:18:47,667"
Thank you.,Rachel,neutral,neutral,1962,11,949,12,9,23,"00:18:53,590","00:18:55,341"
"Hey, it hasn't come to that yet.",Joey,joy,positive,1963,0,949,2,9,23,"00:18:07,336","00:18:09,295"
Hey hey hey! Don't mind if I do!,Joey,joy,positive,1963,1,949,3,9,23,"00:18:10,672","00:18:12,632"
"I'm sorry sir, these are for the pharmaceutical convention",Waiter,neutral,neutral,1963,2,949,4,9,23,"00:18:12,800","00:18:16,260"
"Hey Rach, do you feel like going to a convention?",Joey,neutral,neutral,1963,3,949,5,9,23,"00:18:18,806","00:18:21,015"
Oh my God!,Chandler,surprise,negative,1964,0,950,0,5,11,"00:17:56,283","00:17:58,326"
"We heard about your pants, I'm so sorry.",Monica,sadness,negative,1964,1,950,1,5,11,"00:17:59,620","00:18:02,538"
"Okay, now that everything's wrapped up here, I think I'm, I'm gonna go do my laundry.",Monica,neutral,neutral,1964,2,950,16,5,11,"00:19:18,282","00:19:21,659"
"Oh yeah, me too. Y'know if this shirt is dirty.  Yep.",Chandler,neutral,neutral,1964,3,950,17,5,11,"00:19:21,827","00:19:24,787"
"We heard about your pants, I'm so sorry.",Monica,sadness,negative,1965,0,950,1,5,11,"00:17:59,620","00:18:02,538"
This year was supposed to be great!,Ross,anger,negative,1965,1,950,2,5,11,"00:18:02,706","00:18:05,458"
"But, it's only the second day and I'm a loser with stupid leather pants that don't even fit!",Ross,disgust,negative,1965,2,950,3,5,11,"00:18:06,376","00:18:12,465"
Look at me!,Ross,anger,negative,1965,3,950,5,5,11,"00:18:16,512","00:18:18,429"
"Hey, hey, look. Look Ross, Ben drew a picture of you!  Huh? You're-you're a cowboy!",Monica,joy,positive,1965,4,950,6,5,11,"00:18:24,728","00:18:31,984"
"Oh, be-because of the leather pants.",Ross,sadness,negative,1965,5,950,7,5,11,"00:18:34,696","00:18:38,616"
"See? Ben doesn't think you're a loser, he thinks you're a cowboy! Now that's something.",Monica,joy,positive,1965,6,950,8,5,11,"00:18:40,494","00:18:44,705"
Maybe I should get another pair!,Ross,joy,positive,1965,7,950,11,5,11,"00:18:49,628","00:18:51,712"
"Ooh, y'know, they-they had some with fringe all down the sides.",Ross,joy,positive,1965,8,950,12,5,11,"00:18:54,383","00:18:58,261"
I'm gonna go kiss Ben goodnight.,Ross,joy,positive,1965,9,950,13,5,11,"00:19:00,556","00:19:02,723"
I can't believe he thinks I'm a cowboy.,Ross,joy,positive,1965,10,950,14,5,11,"00:19:06,270","00:19:09,188"
I would make a good cowboy.,Ross,joy,positive,1965,11,950,15,5,11,"00:19:10,274","00:19:12,567"
"Okay, now that everything's wrapped up here, I think I'm, I'm gonna go do my laundry.",Monica,neutral,neutral,1965,12,950,16,5,11,"00:19:18,282","00:19:21,659"
This year was supposed to be great!,Ross,anger,negative,1966,0,950,2,5,11,"00:18:02,706","00:18:05,458"
"But, it's only the second day and I'm a loser with stupid leather pants that don't even fit!",Ross,disgust,negative,1966,1,950,3,5,11,"00:18:06,376","00:18:12,465"
"No. No, you're not a loser.",All,sadness,negative,1966,2,950,4,5,11,"00:18:13,675","00:18:16,302"
Look at me!,Ross,anger,negative,1966,3,950,5,5,11,"00:18:16,512","00:18:18,429"
Maybe I should get another pair!,Ross,joy,positive,1966,4,950,11,5,11,"00:18:49,628","00:18:51,712"
"Ooh, y'know, they-they had some with fringe all down the sides.",Ross,joy,positive,1966,5,950,12,5,11,"00:18:54,383","00:18:58,261"
I'm gonna go kiss Ben goodnight.,Ross,joy,positive,1966,6,950,13,5,11,"00:19:00,556","00:19:02,723"
I can't believe he thinks I'm a cowboy.,Ross,joy,positive,1966,7,950,14,5,11,"00:19:06,270","00:19:09,188"
I would make a good cowboy.,Ross,joy,positive,1966,8,950,15,5,11,"00:19:10,274","00:19:12,567"
"See? Ben doesn't think you're a loser, he thinks you're a cowboy! Now that's something.",Monica,joy,positive,1967,0,950,8,5,11,"00:18:40,494","00:18:44,705"
That really is something.. that's really cool.,Rachel,joy,positive,1967,1,950,9,5,11,"0:18:44,873","0:18:47,835"
That really is something.. that's really cool.,Rachel,joy,positive,1968,0,950,9,5,11,"0:18:44,873","0:18:47,835"
Howdy partner!,Joey,joy,positive,1968,1,950,10,5,11,"0:18:47,835","0:18:47,977"
This year was supposed to be great!,Ross,anger,negative,1969,0,950,2,5,11,"00:18:02,706","00:18:05,458"
"But, it's only the second day and I'm a loser with stupid leather pants that don't even fit!",Ross,disgust,negative,1969,1,950,3,5,11,"00:18:06,376","00:18:12,465"
Howdy partner!,Joey,joy,positive,1969,2,950,10,5,11,"0:18:47,835","0:18:47,977"
Maybe I should get another pair!,Ross,joy,positive,1969,3,950,11,5,11,"00:18:49,628","00:18:51,712"
"Ooh, y'know, they-they had some with fringe all down the sides.",Ross,joy,positive,1969,4,950,12,5,11,"00:18:54,383","00:18:58,261"
I'm gonna go kiss Ben goodnight.,Ross,joy,positive,1969,5,950,13,5,11,"00:19:00,556","00:19:02,723"
I can't believe he thinks I'm a cowboy.,Ross,joy,positive,1969,6,950,14,5,11,"00:19:06,270","00:19:09,188"
I would make a good cowboy.,Ross,joy,positive,1969,7,950,15,5,11,"00:19:10,274","00:19:12,567"
"No you didn't. You said you would, but you never did!",Ross,anger,negative,1970,0,951,0,5,10,"0:14:59,648","0:15:01,484"
Oh yeah!,Chandler,surprise,negative,1970,1,951,1,5,10,"0:15:01,484","0:15:02,533"
Great nap.,Joey,neutral,neutral,1971,0,952,0,8,19,"0:18:13,551","0:18:14,573"
It really was.,Ross,neutral,neutral,1971,1,952,1,8,19,"0:18:14,573","0:18:17,159"
"Uh me? Gay? No! No. No, but I have a number of close friends who are.",Joey,joy,positive,1971,2,952,2,8,19,"00:18:30,527","00:18:36,533"
"Uh me? Gay? No! No. No, but I have a number of close friends who are.",Joey,joy,positive,1972,0,952,2,8,19,"00:18:30,527","00:18:36,533"
"So, let’s talk about women. I’m sure our female readers will be interested to know about your romantic life.",The Interviewer,neutral,neutral,1972,1,952,3,8,19,"00:18:39,119","00:18:45,250"
"Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, ""Hey, how you doin’?""",Joey,neutral,neutral,1972,2,952,4,8,19,"00:18:49,462","00:18:53,133"
"Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, ""Hey, how you doin’?""",Joey,neutral,neutral,1973,0,952,4,8,19,"00:18:49,462","00:18:53,133"
"Oh, please!",Phoebe,disgust,negative,1973,1,952,5,8,19,"00:18:55,218","00:18:56,803"
"Hey, how you doin’?",Joey,neutral,neutral,1973,2,952,6,8,19,"00:18:56,970","00:18:59,973"
Hey Mikey,Phoebe,neutral,neutral,1974,0,953,0,9,12,"00:08:13,618","00:08:16,036"
Hey P,Mike,neutral,neutral,1974,1,953,1,9,12,"00:08:13,618","00:08:16,218"
What are you doing?,Phoebe,neutral,neutral,1974,2,953,2,9,12,"0:08:16,245","0:08:16,913"
Setting rattraps,Mike,neutral,neutral,1974,3,953,3,9,12,"0:08:16,913","0:08:18,727"
To kill Bob??,Phoebe,surprise,negative,1974,4,953,4,9,12,"0:08:18,873","0:08:19,625"
"No, no, to test his neck strength.",Mike,neutral,neutral,1974,5,953,5,9,12,"0:08:19,625","0:08:23,525"
"No, Mike, I don't want to kill him!",Phoebe,anger,negative,1974,6,953,6,9,12,"00:08:23,669","00:08:26,992"
"I thought we were just gonna    capture him and, and you know, set him free in the country side where he can    maybe meet a friendly possom and a wisecracking owl.",Phoebe,sadness,negative,1974,7,953,7,9,12,"00:08:23,669","00:08:34,888"
"Ok, ok, I'll throw away the traps.",Mike,neutral,neutral,1974,8,953,8,9,12,"0:08:35,181","0:08:37,267"
"I'll find Bob, I'll get him.",Phoebe,neutral,neutral,1974,9,953,9,9,12,"0:08:37,267","0:08:38,993"
Bob?,Phoebe,fear,negative,1974,10,953,10,9,12,"0:08:39,101","0:08:39,663"
Bob!,Phoebe,sadness,negative,1974,11,953,11,9,12,"0:08:39,663","0:08:43,283"
Robert!,Phoebe,anger,negative,1974,12,953,12,9,12,"00:08:43,397","00:08:45,815"
"Oh wait, I think I hear him.",Phoebe,neutral,neutral,1974,13,953,13,9,12,"00:08:47,485","00:08:49,194"
Oh - Oh my god!,Phoebe,surprise,positive,1974,14,953,14,9,12,"0:08:50,988","0:08:54,826"
Bob    had babies!,Phoebe,surprise,positive,1974,15,953,15,9,12,"0:08:54,826","0:08:56,078"
Bob's a mom!,Phoebe,surprise,positive,1974,16,953,16,9,12,"0:08:56,078","0:08:56,224"
Better think of a new name for him.,Mike,neutral,neutral,1974,17,953,17,9,12,"00:08:56,285","00:08:57,869"
"I don't know, I kinda like Bob for a girl.",Phoebe,neutral,neutral,1974,18,953,18,9,12,"00:08:58,037","00:09:00,497"
"I don't know, I mean I'm not sure  ...",Mike,neutral,neutral,1974,19,953,19,9,12,"00:09:00,665","00:09:02,415"
"Oh my god, we killed Bob!",Phoebe,sadness,negative,1974,20,953,20,9,12,"00:09:05,586","00:09:09,506"
"Maybe it wasn't Bob, maybe it was a mouse.",Mike,neutral,neutral,1974,21,953,21,9,12,"00:09:09,674","00:09:12,342"
Suzie,Phoebe,neutral,neutral,1974,22,953,22,9,12,"00:09:12,510","00:09:14,886"
"Hmmm, soup!",Joey,joy,positive,1975,0,954,0,5,18,"00:15:35,267","00:15:44,067"
"Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?",Carol,neutral,neutral,1975,1,954,1,5,18,"00:15:45,069","00:15:49,155"
"Oh yeah, no problem.",Joey,neutral,neutral,1975,2,954,2,5,18,"0:15:49,323","0:15:50,385"
Thanks.,Carol,neutral,neutral,1975,3,954,3,5,18,"0:15:50,385","0:15:50,583"
"Hi Ben! So you wanna be an actor huh? I gotta tell ya, it's no picnic. There's tons of rejection.",Joey,sadness,negative,1975,4,954,4,5,18,"00:16:01,293","00:16:10,969"
"Hi Ben! So you wanna be an actor huh? I gotta tell ya, it's no picnic. There's tons of rejection.",Joey,sadness,negative,1976,0,954,4,5,18,"00:16:01,293","00:16:10,969"
Joey!,Ross,surprise,negative,1976,1,954,5,5,18,"00:16:21,355","00:16:22,939"
What one? You wanted him to invite you to the party and he did it!,Monica,surprise,positive,1977,0,955,0,5,7,"00:08:46,901","00:08:49,569"
"Yeah, but he waited until the last minute!",Rachel,anger,negative,1977,1,955,1,5,7,"00:08:49,779","00:08:52,864"
"So if I said yes, he would know I had nothing better to do than wait around for an invitation to his stupid party.",Rachel,anger,negative,1977,2,955,2,5,7,"00:08:49,779","00:08:56,868"
"I said, ""No!""",Rachel,anger,negative,1977,3,955,3,5,7,"00:08:57,078","00:08:58,411"
Which puts,Rachel,neutral,neutral,1977,4,955,4,5,7,"00:08:58,621","00:09:01,456"
Great. So the ball is in his court?,Monica,anger,negative,1977,5,955,5,5,7,"00:09:01,707","00:09:04,084"
Ball? There is no ball.,Rachel,anger,negative,1977,6,955,6,5,7,"00:09:04,293","00:09:07,462"
"Oh, hey Rach! I thought we said seven?",Danny,surprise,positive,1978,0,956,0,5,10,"0:17:41,143","0:17:43,229"
"Yeah uh, y'know what uh, let's skip it.",Rachel,neutral,neutral,1978,1,956,1,5,10,"0:17:43,229","0:17:46,086"
What?! Why?!,Danny,surprise,negative,1978,2,956,2,5,10,"00:17:46,190","00:17:47,857"
"Umm, you-you and your sister seem to have umm, a very special bond, and",Rachel,neutral,neutral,1978,3,956,3,5,10,"00:17:49,485","00:17:52,570"
Oh great! That,Danny,anger,negative,1978,4,956,4,5,10,"00:17:52,738","00:17:56,324"
"Do-do you, do you have brothers?",Danny,neutral,neutral,1978,5,956,5,5,10,"00:18:01,830","00:18:05,917"
"No, I have two sisters. But one of them has a very masculine energy.",Rachel,neutral,neutral,1978,6,956,6,5,10,"00:18:06,085","00:18:11,297"
Are you close with them?,Danny,neutral,neutral,1978,7,956,7,5,10,"0:18:11,465","0:18:12,857"
"No-no, they're not very nice people.",Rachel,neutral,neutral,1978,8,956,8,5,10,"0:18:12,857","0:18:15,221"
"Okay, listen, I really like you.",Danny,neutral,neutral,1978,9,956,9,5,10,"0:18:18,055","0:18:19,367"
Okay?,Danny,neutral,neutral,1978,10,956,10,5,10,"0:18:19,367","0:18:20,827"
I think this can go somewhere.,Danny,neutral,neutral,1978,11,956,11,5,10,"0:18:20,827","0:18:20,976"
"So what if I'm close to my family, are you gonna let that stand in the way of us?",Danny,neutral,neutral,1978,12,956,12,5,10,"00:18:21,058","00:18:24,602"
"Well, uh, I-I don't know. See when-when you put it that way y'know it does sort of",Rachel,neutral,neutral,1978,13,956,13,5,10,"00:18:25,521","00:18:30,149"
What?,Danny,surprise,negative,1978,14,956,15,5,10,"0:18:37,032","0:18:37,834"
"Yeah, okay, I'll see you later.",Rachel,neutral,neutral,1978,15,956,16,5,10,"0:18:37,834","0:18:39,465"
"Well, uh, I-I don't know. See when-when you put it that way y'know it does sort of",Rachel,neutral,neutral,1979,0,956,13,5,10,"00:18:25,521","00:18:30,149"
Danny! Hurry up! The bath is getting cold!,Krista,neutral,neutral,1979,1,956,14,5,10,"00:18:30,317","00:18:33,820"
Oh great! That,Danny,anger,negative,1980,0,956,4,5,10,"00:17:52,738","00:17:56,324"
"Do-do you, do you have brothers?",Danny,neutral,neutral,1980,1,956,5,5,10,"00:18:01,830","00:18:05,917"
"Okay, listen, I really like you.",Danny,neutral,neutral,1980,2,956,9,5,10,"0:18:18,055","0:18:19,367"
Okay?,Danny,neutral,neutral,1980,3,956,10,5,10,"0:18:19,367","0:18:20,827"
I think this can go somewhere.,Danny,neutral,neutral,1980,4,956,11,5,10,"0:18:20,827","0:18:20,976"
"So what if I'm close to my family, are you gonna let that stand in the way of us?",Danny,neutral,neutral,1980,5,956,12,5,10,"00:18:21,058","00:18:24,602"
Danny! Hurry up! The bath is getting cold!,Krista,neutral,neutral,1980,6,956,14,5,10,"00:18:30,317","00:18:33,820"
What?,Danny,surprise,negative,1980,7,956,15,5,10,"0:18:37,032","0:18:37,834"
It’s over.,Ross,sadness,negative,1981,0,957,0,4,1,"00:05:23,906","00:05:24,906"
"Oh, was it awful?",Rachel,sadness,negative,1981,1,957,1,4,1,"00:05:25,450","00:05:30,120"
"I didn’t even realise how late it was, until I noticed the 5 o’clock shadow on her head.",Ross,neutral,neutral,1982,0,959,0,4,1,"00:05:30,580","00:05:35,042"
"Anyway, she didn’t want to stay.",Ross,sadness,negative,1982,1,959,1,4,1,"0:05:41,382","0:05:43,093"
I called a cab. she just left.,Ross,neutral,neutral,1982,2,959,2,4,1,"0:05:43,093","0:05:45,445"
I wrote you a letter.,Rachel,neutral,neutral,1982,3,959,3,4,1,"00:05:53,102","00:05:54,644"
Ohh! Thank you! I like mail.,Ross,joy,positive,1982,4,959,4,4,1,"00:05:58,316","00:06:00,233"
It’s just some things I’ve been thinking about.,Rachel,neutral,neutral,1982,5,959,5,4,1,"00:06:04,447","00:06:06,823"
"Some things about us, and before we can even think about the two of us getting back together, I just need to know how you feel about this stuff.",Rachel,neutral,neutral,1982,6,959,6,4,1,"00:06:06,991","00:06:15,374"
"Okay.  Wow, it’s-it’s 5:30 in the morning.  So, I’d better get cracking on this baby.",Ross,neutral,neutral,1982,7,959,7,4,1,"00:06:18,169","00:06:28,053"
"Well, I’ll be waiting for you, just come up when you’re done.",Rachel,neutral,neutral,1982,8,959,8,4,1,"00:06:36,270","00:06:39,481"
"Okay, I’ll be up in,  18 pages. Front and back. Very exciting.",Ross,joy,positive,1982,9,959,9,4,1,"00:06:39,649","00:06:48,365"
The waiter carried the breadsticks in his pants!,Monica,anger,negative,1983,0,960,0,4,9,"00:09:13,177","00:09:16,304"
"Well, you said that we except the",Allesandro,neutral,neutral,1983,1,960,1,4,9,"00:09:17,557","00:09:21,351"
"All right, that I’ll retract.",Monica,neutral,neutral,1983,2,960,2,4,9,"00:09:24,397","00:09:26,815"
"But I stand by my review, I know food and that wasn’t it.",Monica,disgust,negative,1983,3,960,3,4,9,"00:09:26,983","00:09:30,193"
You’re marinara sauce tasted like tomato juice!,Monica,disgust,negative,1983,4,960,4,4,9,"00:09:30,653","00:09:32,737"
You should serve it with vodka and a piece of celery.,Monica,disgust,negative,1983,5,960,5,4,9,"00:09:32,905","00:09:35,865"
"Hey! I’m proud of that sauce, it’s delicious.",Allesandro,anger,negative,1983,6,960,6,4,9,"00:09:36,033","00:09:38,368"
Oh my God! You own an Italian restaurant and you think that tastes good?! Where are you even from?,Monica,surprise,negative,1983,7,960,7,4,9,"00:09:38,536","00:09:44,207"
Lebanon.,Allesandro,neutral,neutral,1983,8,960,8,4,9,"00:09:45,918","00:09:47,752"
"Hand me those tomatoes, I’m gonna show you what it should taste like! Come on, hand me them.",Monica,anger,negative,1983,9,960,9,4,9,"00:09:49,130","00:09:53,842"
How long is this gonna take? ‘Cause I got another critic to go yell at.,Allesandro,neutral,neutral,1983,10,960,10,4,9,"00:09:55,011","00:09:58,513"
"Okay, then what happened?",Phoebe,neutral,neutral,1984,0,961,0,5,12,"00:05:50,433","00:05:51,767"
Ohh. Uh-huh. Uh-huh.  You'll get your turn!,Phoebe,anger,negative,1984,1,961,1,5,12,"00:05:55,188","00:05:59,900"
"Hey Pheebs, what's going on?",Ross,neutral,neutral,1984,2,961,2,5,12,"00:06:00,401","00:06:02,903"
Nothing!   This is not over!,Phoebe,anger,negative,1984,3,961,3,5,12,"00:06:03,404","00:06:04,446"
No! No! No!,Ross,anger,negative,1984,4,961,4,5,12,"0:06:05,615","0:06:07,137"
What?!,Phoebe,surprise,negative,1984,5,961,5,5,12,"0:06:07,137","0:06:07,749"
"I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in…  Actually, thanks!",Ross,sadness,negative,1984,6,961,6,5,12,"00:06:07,867","00:06:16,249"
"I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in…  Actually, thanks!",Ross,sadness,negative,1985,0,961,6,5,12,"00:06:07,867","00:06:16,249"
All right! Everybody ready to go to the movies?,Joey,neutral,neutral,1985,1,961,7,5,12,"00:06:17,043","00:06:19,086"
"Uh actually, I think I'm gonna skip it.",Ross,sadness,negative,1985,2,961,8,5,12,"00:06:19,253","00:06:22,172"
Really?,Joey,surprise,positive,1985,3,961,9,5,12,"00:06:22,340","00:06:24,633"
"Yeah, I'm gonna stay and read my book. I just wanna be alone right now.",Ross,sadness,negative,1985,4,961,10,5,12,"00:06:22,340","00:06:28,345"
"Oh. Are you sure you don't want to come? Tom Hanks, Meg Ryan, they get mail and stuff.",Joey,neutral,neutral,1985,5,961,11,5,12,"00:06:26,761","00:06:32,682"
"That's okay, Joe.",Ross,neutral,neutral,1985,6,961,12,5,12,"00:06:34,477","00:06:35,894"
"All right, let's go Pheebs.",Joey,neutral,neutral,1985,7,961,13,5,12,"00:06:36,062","00:06:37,687"
Oh God!,Ross,surprise,negative,1985,8,961,14,5,12,"00:06:40,483","00:06:42,109"
That was amazing.,Chandler,joy,positive,1986,0,962,0,8,24,"0:21:27,733","0:21:28,735"
I know.,Monica,neutral,neutral,1986,1,962,1,8,24,"0:21:28,735","0:21:30,571"
"Hey, do you realize we may have just changed our lives forever?",Monica,joy,positive,1986,2,962,2,8,24,"00:21:32,529","00:21:38,368"
We may have just started a family.,Monica,joy,positive,1986,3,962,3,8,24,"00:21:38,535","00:21:40,120"
"Nine months from now we can be here, having our own baby.",Monica,joy,positive,1986,4,962,4,8,24,"00:21:40,579","00:21:44,916"
"And if not, we got to do it on a bucket.",Chandler,neutral,neutral,1986,5,962,5,8,24,"00:21:45,625","00:21:48,336"
Ross! You gotta stop! Okay?! You can’t just stare through the peep hole for three hours! You’re gonna get peep eye!,Chandler,anger,negative,1987,0,963,0,3,19,"00:12:38,007","00:12:47,682"
I knew it!,Ross,surprise,negative,1987,1,963,1,3,19,"0:12:48,726","0:12:49,310"
I knew it!,Ross,anger,negative,1987,2,963,2,3,19,"0:12:49,310","0:12:49,936"
I always knew she liked him!,Ross,anger,negative,1987,3,963,3,3,19,"0:12:49,936","0:12:51,800"
"Y'know, she’d say no, but here we are!",Ross,anger,negative,1987,4,963,4,3,19,"0:12:52,062","0:12:53,834"
Right?,Ross,neutral,neutral,1987,5,963,5,3,19,"0:12:53,834","0:12:54,068"
"We just broke up, first thing she does!",Ross,anger,negative,1987,6,963,6,3,19,"00:12:54,190","00:12:56,649"
You didn’t just break up.,Chandler,neutral,neutral,1987,7,963,7,3,19,"00:12:56,859","00:12:58,401"
"Hey, it’s been like three weeks!",Ross,anger,negative,1987,8,963,8,3,19,"00:12:58,569","00:13:00,528"
You slept with somebody three hours after you thought you broke up. I mean bullets have left guns slower!,Chandler,disgust,negative,1987,9,963,9,3,19,"00:13:00,738","00:13:07,243"
