Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
8236,I know!!,Monica,joy,positive,827,12,3,16,"00:05:24,198","00:05:25,449"
8237,God. Do think it really doesnt hurt? Cause how can they do that?,Phoebe,fear,negative,827,13,3,16,"00:05:26,826","00:05:30,287"
8238,Hello! Organic substances recently discovered in the depths of the rain forest!,Monica,joy,positive,827,14,3,16,"00:05:30,455","00:05:33,874"
8239,They have the best stuff in there.,Phoebe,neutral,neutral,827,15,3,16,"00:05:34,417","00:05:36,793"
8240,"Comin' through. Move, move.",Woman,anger,negative,828,0,1,5,"00:10:37,720","00:10:40,055"
8241,"Oh, 'scuse me. I was kinda using that machine.",Rachel,joy,positive,828,1,1,5,"00:10:45,269","00:10:48,647"
8242,"Yeah, well, now you're kinda not.",Woman,disgust,negative,828,2,1,5,"00:10:48,898","00:10:51,316"
8243,But I saved it. I put my basket on top.,Rachel,anger,negative,828,3,1,5,"00:10:52,526","00:10:55,403"
8244,"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, I don't see suds.",Woman,anger,negative,828,4,1,5,"00:10:55,655","00:11:01,368"
8245,What?,Rachel,surprise,negative,828,5,1,5,"00:11:03,913","00:11:04,954"
8246,"No suds, no save. Ok?",Woman,anger,negative,828,6,1,5,"00:11:06,123","00:11:09,292"
8247,What's goin' on?,Ross,neutral,neutral,828,7,1,5,"00:11:12,171","00:11:13,630"
8248,"Hi, uh, nothing. That horrible woman just took my machine.",Rachel,disgust,negative,828,8,1,5,"00:11:13,839","00:11:17,592"
8249,Was your basket on top?,Ross,neutral,neutral,828,9,1,5,"00:11:17,885","00:11:19,344"
8250,"Yeah, but, there were no suds.",Rachel,neutral,neutral,828,10,1,5,"0:11:19,595","0:11:20,888"
8251,So?,Ross,neutral,neutral,828,11,1,5,"0:11:20,888","0:11:21,868"
8252,"Well, you know, no suds, no save.",Rachel,neutral,neutral,828,12,1,5,"00:11:22,056","00:11:23,556"
8253,"No suds? Excuse me, hold on a second.  That's my friend's machine.",Ross,anger,negative,828,13,1,5,"00:11:23,808","00:11:29,979"
8254,"Hey, hey, hey, her stuff wasn't in it.",Woman,neutral,neutral,828,14,1,5,"00:11:30,231","00:11:32,399"
8255,"Hey, hey, hey, that's not the rule and you know it.",Ross,anger,negative,828,15,1,5,"00:11:32,650","00:11:36,653"
8256,Cause it's good money! But that doesn't change the fact that    this is an evil blood sucking corporate machine!,Phoebe,anger,negative,829,0,9,21,"00:09:33,072","00:09:42,247"
8257,"Well, I think this is a great place to work!",Receptionist,joy,positive,829,1,9,21,"00:09:42,832","00:09:46,001"
8258,"Ok, are they listening?",Phoebe,anger,negative,829,2,9,21,"00:09:47,753","00:09:50,505"
8259,Varrrrrroom!,Chandler,joy,positive,830,0,3,7,"00:22:07,451","00:22:09,076"
8260,Hey!,Chandler,joy,positive,830,1,3,7,"0:22:11,246","0:22:11,708"
8261,Watch it lady!,Chandler,anger,negative,830,2,3,7,"0:22:11,708","0:22:13,764"
8262,Varrrrrrrrrrom!,Chandler,joy,positive,830,3,3,7,"00:22:14,249","00:22:15,583"
8263,Hey-hey good lookin!,Chandler,joy,positive,830,4,3,7,"00:22:19,504","00:22:21,922"
8264,Varrrrrrrrroom.,Chandler,joy,positive,830,5,3,7,"00:22:26,678","00:22:28,012"
8265,"All right, Ill leave.",Chandler,sadness,negative,830,6,3,7,"00:22:31,516","00:22:33,559"
8266,My beds so boring.,Chandler,sadness,negative,830,7,3,7,"00:22:33,727","00:22:35,978"
8267,Ross do you realise this is the first time in my life Im doing something I actually care about.,Rachel,anger,negative,831,0,3,15,"00:12:08,060","00:12:15,442"
8268,This is the first time in my life Im doing something that Im actually good at.,Rachel,anger,negative,831,1,3,15,"00:12:12,314","00:12:15,442"
8269,I mean.,Rachel,neutral,neutral,831,2,3,15,"0:12:15,609","0:12:15,921"
8270,if you dont get that...,Rachel,anger,negative,831,3,3,15,"0:12:15,921","0:12:16,997"
8271,"No, hey, I get that, okay, I get that big time.",Ross,anger,negative,831,4,3,15,"00:12:17,111","00:12:19,654"
8272,"And Im happy for ya, but Im tired of having a relationship with your answering machine!",Ross,anger,negative,831,5,3,15,"00:12:17,111","00:12:22,323"
8273,"Okay, I dont know what to do anymore.",Ross,sadness,negative,831,6,3,15,"0:12:22,491","0:12:23,910"
8274,Well neither do I!,Rachel,joy,positive,831,7,3,15,"0:12:23,910","0:12:25,816"
8275,Hey!,Ross,anger,negative,832,0,4,10,"00:00:02,794","00:00:04,586"
8276,"Im sorry Im late, did I miss anything?",Ross,neutral,neutral,832,1,4,10,"00:00:04,963","00:00:06,755"
8277,Joey stuffing 15,Phoebe,neutral,neutral,832,2,4,10,"00:00:07,007","00:00:09,675"
8278,15?  Your personal best! (Ross takes an,Ross,surprise,positive,832,3,4,10,"00:00:12,262","00:00:16,015"
8279,Where were you?,Phoebe,neutral,neutral,832,4,4,10,"00:00:19,060","00:00:20,436"
8280,"Oh, on a date. Yeah, I met this girl on the train going to a museum upstate.",Ross,neutral,neutral,832,5,4,10,"00:00:20,729","00:00:24,440"
8281,"Oh, yeah! How did you meet her?",Chandler,surprise,positive,832,6,4,10,"0:00:24,733","0:00:26,155"
8282,"Oh, which museum?",Phoebe,neutral,neutral,832,7,4,10,"0:00:26,155","0:00:27,614"
8283,"No, answer his.",Phoebe,neutral,neutral,832,8,4,10,"00:00:27,944","00:00:29,862"
8284,"Okay, it was just me and her at the back of the train, and I sat near the door, so shed have to pass by me if she wanted to switch cars.",Ross,joy,positive,832,9,4,10,"00:00:33,199","00:00:40,748"
8285,She was totally at my mercy.,Ross,joy,positive,832,10,4,10,"00:00:36,786","00:00:40,748"
8286,Were you so late because you were burring this woman?,Chandler,sadness,negative,832,11,4,10,"00:00:40,957","00:00:44,251"
8287,"No, Im getting back down cause she lives in Poughkeepsie.",Ross,neutral,neutral,832,12,4,10,"00:00:44,669","00:00:47,046"
8288,"She seems really great, but shes like totally great, but she lives two and a half hours away.",Ross,joy,positive,832,13,4,10,"00:00:47,255","00:00:50,632"
8289,How can she be great if shes from Poughkeepsie?  That joke wouldve killed in Albany.,Chandler,anger,negative,832,14,4,10,"00:00:50,884","00:00:57,806"
8290,"Done! I did it! Heh, whos stupid now?",Joey,joy,positive,832,15,4,10,"00:00:58,808","00:01:03,437"
8291,"No, there is no way! It can",Monica,joy,positive,833,0,7,15,"00:07:28,531","00:07:31,825"
8292,Why is your family,Chandler,neutral,neutral,833,1,7,15,"00:07:44,839","00:07:47,591"
8293,He cannot play at our wedding!,Monica,anger,negative,833,2,7,15,"0:07:49,135","0:07:50,470"
8294,I mean everyone will leave!,Monica,anger,negative,833,3,7,15,"0:07:50,470","0:07:52,318"
8295,"I mean come on, that is just noise!",Monica,anger,negative,833,4,7,15,"00:07:52,430","00:07:55,307"
8296,Its not even a song!,Monica,anger,negative,833,5,7,15,"00:07:55,475","00:07:57,392"
8297,"If you listen very carefully, I think its",Chandler,neutral,neutral,833,6,7,15,"00:07:57,977","00:08:01,188"
8298,"Oh, I want to look too! . Yikes!",Phoebe,surprise,positive,834,0,6,12,"00:03:40,303","00:03:45,974"
8299,"So do you think that these picturesAre, are they trying to tell a story?",Monica,neutral,neutral,834,1,6,12,"00:03:47,602","00:03:50,979"
8300,"Oh, yeah, sure.",Rachel,neutral,neutral,834,2,6,12,"00:03:51,564","00:03:54,223"
8301,"I mean, like in the case of this young woman, she has lost her clothes, so she rides naked on the horse, shes crying out, Where are they, where are they?",Rachel,neutral,neutral,834,3,6,12,"00:03:51,564","00:04:01,990"
8302,"Well, shes not going to find them lying in the grass like that.",Monica,neutral,neutral,834,4,6,12,"00:04:03,243","00:04:06,620"
8303,"Oh, yeah. Aw, remember the days when you used to go out to the barn, lift up your shirt, and bend over?",Phoebe,joy,positive,834,5,6,12,"00:04:09,165","00:04:16,713"
8304,Yeah.,Monica,neutral,neutral,834,6,6,12,"00:04:14,087","00:04:16,713"
8305,"You see, now, I would date this girl.",Rachel,neutral,neutral,834,7,6,12,"00:04:20,385","00:04:23,512"
8306,"Shes cute, shes outdoorsy, you know, and she knows how to build a fire.",Rachel,neutral,neutral,834,8,6,12,"00:04:23,721","00:04:29,768"
8307,"I mean, thats got to come in handy",Rachel,neutral,neutral,834,9,6,12,"00:04:26,599","00:04:29,768"
8308,"Okay, Ive got a question. If you had to pick one of us to date, who would it be?",Monica,neutral,neutral,834,10,6,12,"00:04:30,478","00:04:35,399"
8309,I dont know.,Rachel,neutral,neutral,834,11,6,12,"0:04:36,317","0:04:37,319"
8310,Me neither.,Monica,neutral,neutral,834,12,6,12,"0:04:37,319","0:04:38,003"
8311,Rachel.,Phoebe,neutral,neutral,834,13,6,12,"00:04:38,194","00:04:39,569"
8312,What?!,Monica,surprise,negative,834,14,6,12,"00:04:40,697","00:04:41,738"
8313,I dont know.  Me neither.,Phoebe,neutral,neutral,834,15,6,12,"00:04:43,283","00:04:47,286"
8314,"Look, I wanted to tell Im-Im sorry you lost.",Monica,sadness,negative,835,0,8,6,"00:20:59,758","00:21:02,510"
8315,"Listen, Ive got a secret for ya. I let him win.",Chandler,neutral,neutral,835,1,8,6,"00:21:02,678","00:21:06,472"
8316,Is that a secret or a lie.,Monica,anger,negative,835,2,8,6,"00:21:06,640","00:21:09,850"
8317,"No, I let him winRoss!",Chandler,neutral,neutral,835,3,8,6,"0:21:10,018","0:21:12,104"
8318,Yeah?,Ross,surprise,positive,835,4,8,6,"0:21:12,104","0:21:12,412"
8319,Would you tell her I let you win please?,Chandler,anger,negative,835,5,8,6,"00:21:12,521","00:21:14,730"
8320,Oh. Yeah.  Uh Chandler,Ross,neutral,neutral,835,6,8,6,"00:21:14,898","00:21:18,150"
8321,I am strong! Ill show you!,Chandler,anger,negative,835,7,8,6,"00:21:26,201","00:21:29,120"
8322,Chandler please!,Monica,disgust,negative,835,8,8,6,"00:21:29,288","00:21:30,913"
8323,Oh whats the matter? Are you scared?,Chandler,anger,negative,835,9,8,6,"00:21:31,081","00:21:32,999"
8324,Lets go big bunny!,Monica,anger,negative,835,10,8,6,"00:21:34,001","00:21:35,584"
8325,Okay. 123Go!   Im gonna kill myself!,Chandler,neutral,neutral,835,11,8,6,"00:21:45,387","00:21:54,020"
8326,"Hey Ross, is uh, is Staten Island really an island?",Joey,neutral,neutral,836,0,5,21,"00:02:38,032","00:02:41,118"
8327,"Uh-huh, that's why they call it Staten",Ross,surprise,positive,836,1,5,21,"00:02:41,286","00:02:45,080"
8328,Ohhh. I thought it was like Long Island.,Joey,surprise,positive,836,2,5,21,"00:02:45,456","00:02:48,292"
8329,Also an island.,Ross,neutral,neutral,836,3,5,21,"00:02:53,798","00:02:55,215"
8330,"Hey, what time is it?",Joey,neutral,neutral,836,4,5,21,"0:02:57,051","0:02:57,927"
8331,2:17.,Ross,neutral,neutral,836,5,5,21,"0:02:57,927","0:02:59,104"
8332,"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?",Joey,surprise,positive,836,6,5,21,"00:02:59,971","00:03:03,807"
8333,Are you serious?!,Ross,surprise,positive,836,7,5,21,"00:03:04,434","00:03:05,475"
8334,Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.,Joey,neutral,neutral,836,8,5,21,"00:03:05,643","00:03:10,856"
8335,Wow! We are pretty good at this! Hey! We totally forgot about lunch!,Ross,surprise,positive,836,9,5,21,"00:03:11,065","00:03:16,653"
8336,"Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose!",Joey,anger,negative,836,10,5,21,"00:03:18,239","00:03:23,243"
8337,"Hey, you guys",Rachel,neutral,neutral,836,11,5,21,"0:03:27,790","0:03:28,750"
8338,Hey!,Joey,joy,positive,836,12,5,21,"0:03:28,750","0:03:29,932"
8339,Who is it?,Ursula,neutral,neutral,837,0,6,14,"00:16:15,557","00:16:16,599"
8340,Its Phoebe! Phoebe!,Phoebe,joy,positive,837,1,6,14,"00:16:16,809","00:16:20,853"
8341,Hey!,Ursula,joy,positive,837,2,6,14,"00:16:21,855","00:16:24,315"
8342,Oh God. So-so youre making porn movies.,Phoebe,surprise,negative,838,0,6,13,"00:16:21,855","00:16:30,446"
8343,No Im not.,Ursula,anger,negative,839,0,6,14,"00:16:26,860","00:16:30,446"
8344,Youre making one right now!,Phoebe,anger,negative,839,1,6,14,"00:16:33,033","00:16:34,784"
8345,And-,Phoebe,neutral,neutral,839,2,6,14,"00:16:35,577","00:16:38,913"
8346,"Yeah, can I help you with something?",Ursula,neutral,neutral,839,3,6,14,"00:16:39,123","00:16:41,040"
8347,"Look, Im talking right now! Youreyou mean her.",Phoebe,joy,positive,839,4,6,14,"00:16:43,585","00:16:47,755"
8348,"Yknow, twin stuff is always a real big seller.",Ursula,neutral,neutral,839,5,6,14,"00:16:47,923","00:16:51,342"
8349,What?!,Phoebe,surprise,negative,839,6,6,14,"00:16:51,510","00:16:53,052"
8350,"Yeah, I can talk them into giving you like, 30 dollars.",Ursula,neutral,neutral,839,7,6,14,"00:16:53,262","00:16:57,765"
8351,No!!,Phoebe,disgust,negative,839,8,6,14,"0:16:59,810","0:17:01,938"
8354,And stop using my name!,Phoebe,anger,negative,839,11,6,14,"0:17:02,187","0:17:03,999"
8355,And shame on you!,Phoebe,disgust,negative,839,12,6,14,"0:17:03,999","0:17:05,495"
8356,And shame on all of you!,Phoebe,disgust,negative,839,13,6,14,"0:17:05,607","0:17:07,026"
8357,Youre disgusting!,Phoebe,disgust,negative,839,14,6,14,"0:17:07,026","0:17:08,356"
8358,Especially you  with that!,Phoebe,disgust,negative,839,15,6,14,"00:17:08,444","00:17:10,611"
8359,Hey!,Phoebe,joy,positive,840,0,1,12,"0:12:48,559","0:12:49,281"
8360,Hi Pheebs!,Rachel,joy,positive,840,1,1,12,"0:12:49,281","0:12:50,565"
8361,Are you moving out?,Phoebe,neutral,neutral,840,2,1,12,"00:12:50,936","00:12:51,978"
8362,"No, these aren't all my suitcases.  This one's Paolo's.",Rachel,neutral,neutral,840,3,1,12,"00:12:52,146","00:12:56,107"
8363,"Um, um, Rachel can we talk for a sec?",Phoebe,neutral,neutral,840,4,1,12,"00:12:56,275","00:13:01,571"
8364,"Well, sure...just a sec, though, 'cause Paolo's on his way over.",Rachel,neutral,neutral,840,5,1,12,"00:13:02,281","00:13:06,785"
8365,"Oh!  Ok, um, ok, um,",Phoebe,fear,negative,840,6,1,12,"00:13:07,828","00:13:13,416"
8366,"Oh, Pheebs, Pheebs...",Rachel,joy,positive,840,7,1,12,"00:13:14,502","00:13:15,585"
8367,"Ok, um,  we haven't known each other for that long a time, and, um, there are three things that you should know about me.",Phoebe,neutral,neutral,840,8,1,12,"00:13:16,420","00:13:24,177"
8368,"One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world.",Phoebe,neutral,neutral,840,9,1,12,"00:13:24,720","00:13:35,480"
8369,"Ok, thanks Pheebs  Oh my God, why have I never tasted these before?!",Rachel,surprise,positive,840,10,1,12,"00:13:38,359","00:13:51,329"
8370,"Oh, I don't make them a lot because I don't think it's fair to the other cookies",Phoebe,neutral,neutral,840,11,1,12,"00:13:51,497","00:13:55,416"
8371,"All right, well, you're right, these are the best oatmeal cookies I've ever had.",Rachel,surprise,positive,840,12,1,12,"00:14:01,090","00:14:05,635"
8372,Which proves that I never lie.,Phoebe,neutral,neutral,840,13,1,12,"0:14:05,803","0:14:07,535"
8373,I guess you don't.,Rachel,neutral,neutral,840,14,1,12,"0:14:07,535","0:14:09,601"
8374,Paolo made a pass at me.,Phoebe,sadness,negative,840,15,1,12,"00:14:09,974","00:14:11,307"
8375,"Im so sorry. Please, stop freaking out.",Monica,fear,negative,841,0,6,22,"0:19:51,315","0:19:53,997"
8376,Im not freaking out.,Chandler,neutral,neutral,841,1,6,22,"0:19:53,997","0:19:54,281"
8377,Why would I be freaking out?,Chandler,neutral,neutral,841,2,6,22,"00:19:59,114","00:20:00,573"
8378,"A woman named Heldi called and said we were getting married, but that happens everyday.",Chandler,neutral,neutral,841,3,6,22,"00:20:00,741","00:20:05,411"
8379,"Honey, we were at this beautiful place, and I-I-I just put our names down for fun!",Monica,anger,negative,841,4,6,22,"00:20:08,415","00:20:13,711"
8380,"I mean, whats the harm in that?",Monica,neutral,neutral,841,5,6,22,"0:20:13,879","0:20:15,131"
8381,Right here!,Chandler,sadness,negative,841,6,6,22,"0:20:15,131","0:20:15,757"
8382,"Chandler, please dont think I was trying to pressure you. Phoebe and Rachel",Monica,anger,negative,841,7,6,22,"00:20:18,926","00:20:24,055"
8383,Phoebe and Rachel!,Chandler,anger,negative,841,8,6,22,"00:20:21,803","00:20:24,055"
8384,"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!",Chandler,sadness,negative,841,9,6,22,"00:20:24,223","00:20:32,313"
8385,"It was a mistake. Please dont take this to mean anything, because it doesnt.",Monica,sadness,negative,841,10,6,22,"00:20:36,860","00:20:42,156"
8386,Okay.,Chandler,neutral,neutral,841,11,6,22,"00:20:44,910","00:20:46,327"
8387,Really?,Monica,joy,positive,841,12,6,22,"00:20:46,912","00:20:48,412"
8388,"Yes, if it really doesnt mean anything, because you know that Im just not ready",Chandler,neutral,neutral,841,13,6,22,"00:20:48,997","00:20:52,500"
8389,I know! I know.,Monica,neutral,neutral,841,14,6,22,"00:20:52,668","00:20:55,753"
8390,Okay.,Chandler,neutral,neutral,841,15,6,22,"00:20:56,255","00:20:57,546"
8391,Im gonna go tell Joey that  that youre back. I was really worried about you.,Monica,anger,negative,841,16,6,22,"00:20:59,508","00:21:04,679"
8392,"Hey, did she buy it?",Phoebe,neutral,neutral,841,17,6,22,"0:21:10,185","0:21:11,787"
8393,Totally.,Chandler,neutral,neutral,841,18,6,22,"0:21:11,787","0:21:13,237"
8394,So did Heldi show you the place?,Phoebe,neutral,neutral,841,19,6,22,"0:21:13,605","0:21:15,107"
8395,"Yeah, its beautiful.",Chandler,neutral,neutral,841,20,6,22,"0:21:15,107","0:21:17,594"
8396,I cant believe youre gonna ask Monica to marry you!,Phoebe,joy,positive,841,21,6,22,"00:21:18,443","00:21:20,861"
8397,I know.,Chandler,neutral,neutral,841,22,6,22,"00:21:21,280","00:21:22,321"
8400,"Okay look, I have an idea.",Rachel,neutral,neutral,842,0,7,15,"00:06:08,242","00:06:09,576"
8401,"Why dont we, why dont we see what kind of number he has on his speed dial, and then from that we can tell who has more in common with him.",Rachel,neutral,neutral,842,1,7,15,"00:06:09,786","00:06:16,792"
8402,And then whoever does gets the phone.,Rachel,neutral,neutral,842,2,7,15,"00:06:16,959","00:06:18,877"
8406,"All right, first name on the speed dial is mom.",Rachel,neutral,neutral,842,3,7,15,"00:06:19,545","00:06:25,884"
8407,"Ohh, I lost my mom to suicide.",Phoebe,sadness,negative,842,4,7,15,"00:06:26,052","00:06:28,929"
8408,"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",Rachel,sadness,negative,842,5,7,15,"00:06:29,097","00:06:36,144"
8409,Did I use that already today? Im sorry.,Phoebe,sadness,negative,842,6,7,15,"00:06:33,226","00:06:36,144"
8412,Joe.,Rachel,neutral,neutral,842,7,7,15,"0:06:37,230","0:06:40,612"
8419,"Oh, I win! Hes got",Rachel,joy,positive,842,10,7,15,"00:06:40,858","00:06:43,860"
8420,So you dont know thats,Phoebe,neutral,neutral,842,11,7,15,"00:06:44,028","00:06:46,363"
8421,His new girlfriend!,Rachel,surprise,negative,842,12,7,15,"00:06:52,412","00:06:54,579"
8422,I cant believe this. Do you think that your parents could help pay for it?,Monica,surprise,negative,843,0,7,2,"00:12:28,164","00:12:30,999"
8423,"I dont know, my mother spent most of her money on her fourth wedding.",Chandler,sadness,negative,843,1,7,2,"00:12:31,208","00:12:36,671"
8424,Shes saving the rest for her divorce.,Chandler,anger,negative,843,2,7,2,"00:12:36,839","00:12:39,215"
8425,And any extra cash my father has he saves for his yearly trips to,Chandler,neutral,neutral,843,3,7,2,"00:12:39,508","00:12:44,220"
8426,Well what happened at dinner?,Rachel,neutral,neutral,843,4,7,2,"00:12:48,684","00:12:49,934"
8427,My parents spent the money for our wedding!,Monica,anger,negative,843,5,7,2,"00:12:50,102","00:12:52,228"
8428,My God! What did you order?!,Phoebe,surprise,negative,843,6,7,2,"00:12:53,647","00:12:55,607"
8429,"Wait, but theres no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",Rachel,sadness,negative,843,7,7,2,"00:12:57,026","00:13:05,492"
8430,"Honey, its gonna be okay.",Chandler,neutral,neutral,843,8,7,2,"00:13:06,702","00:13:10,663"
8431,No! No its not! Its not gonna be okay! It sucks! No swing band! No lilies!,Monica,sadness,negative,843,9,7,2,"00:13:06,702","00:13:14,709"
8432,"No, yknow what?",Rachel,neutral,neutral,843,10,7,2,"0:13:10,831","0:13:12,843"
8433,Its gonna be okay.,Rachel,neutral,neutral,843,11,7,2,"0:13:12,843","0:13:14,757"
8434,I mean you dont have to have this rustic Italian feast.,Rachel,neutral,neutral,843,12,7,2,"00:13:14,919","00:13:20,799"
8435,Yknow?,Rachel,neutral,neutral,843,13,7,2,"00:13:17,922","00:13:20,799"
8436,"And-and you dont need, you dont need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack.",Rachel,neutral,neutral,843,14,7,2,"00:13:21,050","00:13:29,432"
8437,"Dr. Geller, theres a seat over here.",Older Scientist,neutral,neutral,844,0,4,11,"00:16:32,783","00:16:35,118"
8438,"Thank you, Dr. Phillips, but Im having my lunch at this table, here in the middle.",Ross,neutral,neutral,844,1,4,11,"00:16:36,078","00:16:43,835"
8439,"Im having lunch right here, with my good friend Joey, if hell sit with me.",Ross,neutral,neutral,844,2,4,11,"00:16:38,789","00:16:45,753"
8440,I will sit with you Dr. Geller.,Joey,neutral,neutral,844,3,4,11,"00:16:57,599","00:16:59,600"
8441,"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",Ross,neutral,neutral,844,4,4,11,"00:17:04,773","00:17:17,118"
8442,"Now, I look around this cafeteria, and yknow what I see, I see-I see division.",Ross,sadness,negative,844,5,4,11,"00:17:18,787","00:17:22,999"
8443,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",Ross,fear,negative,844,6,4,11,"00:17:23,208","00:17:30,673"
8444,"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",Ross,neutral,neutral,844,7,4,11,"00:17:32,843","00:17:41,976"
8445,Im Ross!,Ross,joy,positive,844,8,4,11,"00:17:45,189","00:17:46,272"
8446,"Im divorced, and I have a kid!",Ross,joy,positive,844,9,4,11,"00:17:46,940","00:17:49,776"
8447,Im Joey! Im an actor! I dont know squat about dinosaurs!,Joey,joy,positive,844,10,4,11,"00:17:55,991","00:18:01,871"
8448,"Im Ted, and I just moved here a month ago, and New York really scares me.",Another Tour Guide,anger,negative,844,11,4,11,"00:18:04,458","00:18:09,587"
8449,"All right, there you go!",Ross,joy,positive,844,12,4,11,"0:18:09,838","0:18:10,965"
8450,"Yeah, you hang in there Teddy!",Joey,anger,negative,844,13,4,11,"0:18:10,965","0:18:12,819"
8451,"Im Andrew, and I didnt pay for this pear.",Older Scientist,neutral,neutral,844,14,4,11,"00:18:14,051","00:18:18,471"
8452,"Okay, good-good for you.",Ross,joy,positive,844,15,4,11,"00:18:20,599","00:18:22,391"
8453,"Im Rhonda,  and these arent real!",Tour Guide,neutral,neutral,844,16,4,11,"00:18:23,185","00:18:27,438"
8454,"Wow, Rhonda.",Ross,surprise,positive,844,17,4,11,"00:18:31,860","00:18:33,569"
8455,Im Scott.,Another Scientist,neutral,neutral,844,18,4,11,"0:18:35,614","0:18:36,532"
8456,"Yeah, okay, Scott!",Ross,neutral,neutral,844,19,4,11,"0:18:36,532","0:18:38,404"
8457,And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,Another Scientist,fear,negative,844,20,4,11,"00:18:39,076","00:18:45,248"
8458,So thanks for the warm welcome.,Doug,neutral,neutral,845,0,3,24,"00:04:02,492","00:04:04,034"
8459,"Its good to have you guys on my team, and I come to play.",Doug,joy,positive,845,1,3,24,"0:04:04,327","0:04:07,539"
8460,I hope you do too.,Doug,neutral,neutral,845,2,3,24,"0:04:07,539","0:04:08,785"
8461,"Now, lets go out there and get em!",Doug,joy,positive,845,3,3,24,"00:04:08,957","00:04:11,416"
8463,"And remember, there is no I in team.",Doug,neutral,neutral,845,4,3,24,"00:04:08,957","00:04:14,211"
8464,"Yes, but theres two in martini, soo everybody",Chandler,joy,positive,845,5,3,24,"00:04:14,462","00:04:18,465"
8465,You! Chuckles! Whats your name?,Doug,neutral,neutral,845,6,3,24,"00:04:19,467","00:04:22,302"
8466,"Oh its Bing, sir. Im sorry , I was just ah...",Chandler,fear,negative,845,7,3,24,"00:04:22,553","00:04:24,638"
8467,"No-no, I heard what you said, funny.",Doug,neutral,neutral,845,8,3,24,"0:04:24,889","0:04:26,308"
8468,I like funny.,Doug,joy,positive,845,9,3,24,"0:04:26,308","0:04:28,332"
8469,"This team is about hard work, but its also about having fun.",Doug,joy,positive,845,10,3,24,"00:04:28,559","00:04:31,436"
8470,Good to have you aboard Bing!,Doug,joy,positive,845,11,3,24,"00:04:31,688","00:04:33,689"
8471,Yeah. You won't be able to take it.,Phoebe,neutral,neutral,846,0,5,3,"00:21:45,387","00:21:47,471"
8472,"So uh, now that little Chandler turned out to be a girl, what are they gonna name her?",Chandler,neutral,neutral,846,1,5,3,"00:21:49,182","00:21:52,685"
8473,They're gonna call her Chandler.,Phoebe,neutral,neutral,846,2,5,3,"00:21:52,894","00:21:54,437"
8474,"That's kind of a masculine name, don't you think?",Chandler,neutral,neutral,846,3,5,3,"00:21:55,397","00:21:58,232"
8475,Works on you.,Phoebe,neutral,neutral,846,4,5,3,"00:21:59,860","00:22:00,901"
8476,"Oh, that is so sweet.",Ross,joy,positive,847,0,2,1,"00:08:50,571","00:08:53,448"
8477,"No, no, ok, you hang up.",Ross,joy,positive,847,1,2,1,"00:08:57,161","00:08:59,246"
8478,"Ok, ok, one, two, three.",Ross,joy,positive,847,2,2,1,"00:09:01,290","00:09:10,966"
8479,Well you didn't hang up either.,Ross,joy,positive,847,3,2,1,"0:09:07,672","0:09:09,234"
8480,She didn't hang up either...,Rachel,joy,positive,847,4,2,1,"0:09:09,234","0:09:11,022"
8481,"Ok, no, no, you hang up. You, you, y",Ross,joy,positive,847,5,2,1,"00:09:15,221","00:09:20,600"
8482,"Ross, hi, it's Rachel.",Rachel,neutral,neutral,848,0,4,21,"00:14:53,475","00:14:57,145"
8483,"I'm just calling to say that um, everything's fine and I'm really happy for you and your",Rachel,neutral,neutral,848,1,4,21,"00:14:57,354","00:15:06,070"
8484,"Rach, I got a message from you.",Ross,neutral,neutral,848,2,4,21,"00:15:23,213","00:15:24,923"
8485,Oh my God.,Rachel,surprise,negative,848,3,4,21,"00:15:25,132","00:15:27,592"
8486,"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.",Rachel,sadness,negative,848,4,4,21,"00:15:25,132","00:15:32,138"
8489,You're over me?,Ross,surprise,negative,848,5,4,21,"00:15:37,853","00:15:39,729"
8490,Ohhhhhhhh God.,Rachel,surprise,negative,848,6,4,21,"00:15:39,980","00:15:41,731"
8491,"Wha... you're uh, you're, you're over me?",Ross,surprise,negative,848,7,4,21,"00:15:41,899","00:15:45,443"
8492,"Ohh, ohh.",Rachel,sadness,negative,848,8,4,21,"00:15:47,321","00:15:50,323"
8493,"When, when were you... under me?",Ross,surprise,negative,848,9,4,21,"00:15:47,321","00:15:52,200"
