Utterance,Speaker,Emotion,Scene_ID,Utterance_ID,Season,Episode,Start_Time,End_Time
Is it on?,['Chandler Bing'],Neutral,3,14,4,5,00:05:24.240,00:05:28.243
"No, but this wonder broom is amazing!",['Kathy'],Sad,3,15,4,5,00:05:26.659,00:05:30.620
Hey!,['Chandler Bing'],Peaceful,3,16,4,5,00:05:28.453,00:05:30.620
Oh my God!,['Kathy'],Powerful,3,17,4,5,00:05:30.872,00:05:35.959
Oh! It's on! It's on!,['Chandler Bing'],Joyful,3,18,4,5,00:05:34.167,00:05:38.628
There we go little fella.,['Chandler Bing'],Joyful,3,20,4,5,00:05:37.587,00:05:40.630
What about the duck?,['Kathy'],Joyful,3,21,4,5,00:05:38.880,00:05:44.676
Well the duck can swim.,['Chandler Bing'],Peaceful,3,22,4,5,00:05:43.676,00:05:48.096
"Oh, jeez.",['Kathy'],Peaceful,3,23,4,5,00:05:45.386,00:05:48.096
"My sticky shoes, my sticky-sticky shoes, why do you stick on me, ba-a-by! Thanks for the lights honey.",['Phoebe Buffay'],Joyful,4,2,4,5,00:05:55.605,00:06:11.703
"Way to go, Phoebe!",['#ALL#'],Neutral,4,3,4,5,00:05:58.775,00:06:01.943
That cold makes you sound so great.,['Monica Geller'],Joyful,4,4,4,5,00:06:15.291,00:06:18.627
"It's fun, God I love how sexy I am.",['Phoebe Buffay'],Joyful,4,5,4,5,00:06:16.667,00:06:21.797
"Oh, Kath, we should get going. We're going to by hamsters.",['Joey Tribbiani'],Joyful,4,6,4,5,00:06:18.836,00:06:29.638
"Ooh, that's great, I love those little guys.",['#ALL#'],Joyful,4,7,4,5,00:07:22.233,00:07:27.362
"Well, have fun!",['Rachel Green'],Neutral,4,9,4,5,00:07:23.860,00:07:25.694
Okay.,['Kathy'],Neutral,4,10,4,5,00:07:25.987,00:07:27.362
"Y'know what, I like Kathy.",['Monica Geller'],Peaceful,4,12,4,5,00:07:27.572,00:07:42.002
"Yeah, she's...",['Rachel Green'],Neutral,4,14,4,5,00:07:37.748,00:07:42.002
You love her.,['Rachel Green'],Neutral,4,16,4,5,00:07:42.211,00:07:44.713
"No, I don't.",['Chandler Bing'],Neutral,4,17,4,5,00:07:44.881,00:07:47.007
"Yes, you do. Chandler loves Kathy.",['Phoebe Buffay'],Neutral,4,18,4,5,00:07:47.216,00:07:49.926
"Come on, Pheebs lay off him.",['Ross Geller'],Mad,4,19,4,5,00:08:48.611,00:08:53.073
"Thank you, Ross.",['Chandler Bing'],Neutral,4,20,4,5,00:08:53.658,00:08:58.286
All right.,['Chandler Bing'],Neutral,4,22,4,5,00:09:03.334,00:09:05.126
Ohh!,['#ALL#'],Neutral,4,23,4,5,00:09:05.336,00:09:06.628
All right.,['Chandler Bing'],Neutral,4,24,4,5,00:09:11.300,00:09:12.801
Hi!,"[""Amanda (Ross' date)""]",Neutral,6,2,4,5,00:09:13.010,00:09:15.303
Hi!,['Ross Geller'],Joyful,6,3,4,5,00:09:15.513,00:09:19.975
Hi Ben!,"[""Amanda (Ross' date)""]",Neutral,6,4,4,5,00:09:20.184,00:09:22.394
Wow! You-you look great!,['Ross Geller'],Joyful,6,5,4,5,00:09:22.645,00:09:24.854
Thanks!,"[""Amanda (Ross' date)""]",Powerful,6,6,4,5,00:09:25.147,00:09:26.856
Okay! Hey Tommy.,['Ross Geller'],Peaceful,6,7,4,5,00:09:27.149,00:09:29.651
I am so glad that you could come over tonight.,"[""Amanda (Ross' date)""]",Peaceful,6,8,4,5,00:10:47.229,00:10:55.403
"Oh no-no-no, it's my pleasure.",['Ross Geller'],Joyful,6,9,4,5,00:10:49.815,00:10:55.403
What?,['Ross Geller'],Neutral,6,11,4,5,00:10:51.275,00:10:52.901
I-I-I...,['Ross Geller'],Peaceful,6,13,4,5,00:10:53.110,00:10:55.403
Who wants to make some long distance calls?,['Ross Geller'],Peaceful,6,15,4,5,00:11:32.650,00:11:46.788
Kathy! Kathy! Hi!! Kathy! Kathy! Kathy! Fetch! Fetch it! Kathy! Kathy! Kathy! Kathy! Kathy.,['Chandler Bing'],Joyful,7,2,4,5,00:11:45.121,00:12:12.313
"Hey, Chandler! What are you doing here?",['Kathy'],Neutral,7,3,4,5,00:12:09.895,00:12:29.414
"Oh, I just wanted to say, ""Hey!""",['Chandler Bing'],Joyful,7,4,4,5,00:12:31.208,00:12:37.005
Hey!,['Kathy'],Joyful,7,5,4,5,00:12:34.003,00:12:37.005
Okay.,['Chandler Bing'],Mad,7,6,4,5,00:12:43.679,00:12:46.222
Her date tipped me ten dollars.,['Ross Geller'],Sad,8,3,4,5,00:12:46.432,00:12:54.731
"Pheebs, what are you doing?",['Ross Geller'],Peaceful,8,5,4,5,00:12:53.314,00:12:58.443
"Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common.",['Phoebe Buffay'],Scared,8,6,4,5,00:12:54.982,00:13:03.239
"Phoebe, you'll catch pneumonia.",['Monica Geller'],Scared,8,7,4,5,00:12:58.652,00:13:00.612
Okay. You were right. I'm in love with Joey's girlfriend.,['Chandler Bing'],Sad,8,8,4,5,00:13:01.030,00:13:09.746
What?!,['Phoebe Buffay'],Scared,8,9,4,5,00:13:06.452,00:13:09.746
Are you serious?,['Ross Geller'],Scared,8,10,4,5,00:13:09.955,00:13:11.414
"Well, how-how-how is that possible? You barely know her!",['Phoebe Buffay'],Scared,8,11,4,5,00:13:11.665,00:13:15.877
"Oh gosh, Phoebe, I think I caught your cold.",['Monica Geller'],Sad,8,13,4,5,00:13:31.310,00:13:37.440
You mean you stole it! Don't cover your mouth when you do that!,['Phoebe Buffay'],Mad,8,14,4,5,00:13:32.895,00:13:42.403
Hey.,['Joey Tribbiani'],Peaceful,8,16,4,5,00:13:35.231,00:13:37.440
We were just talking about you.,['Kathy'],Joyful,8,17,4,5,00:13:39.401,00:13:42.403
Really?!,['Chandler Bing'],Joyful,8,18,4,5,00:13:42.947,00:13:44.447
"Yeah-yeah, I told her about the time you got drunk and fell asleep with your head in the toilet.",['Joey Tribbiani'],Joyful,8,19,4,5,00:13:44.615,00:13:54.958
Right in there!,['Chandler Bing'],Joyful,8,20,4,5,00:13:46.033,00:13:48.493
"99...100! Ready or not, here I come! All right, let's go over the concept one more time.",['Chandler Bing'],Joyful,9,2,4,5,00:13:55.125,00:14:13.977
Hey!,['Joey Tribbiani'],Joyful,9,3,4,5,00:13:57.127,00:13:58.461
Hey!,['Chandler Bing'],Joyful,9,4,4,5,00:14:03.509,00:14:04.843
"Hey guys. Listen uh, you wanna get some dinner with me and Kathy tonight?",['Joey Tribbiani'],Joyful,9,5,4,5,00:14:11.016,00:14:19.941
"Ohh, umm, y'know what, I already ate.",['Chandler Bing'],Neutral,9,6,4,5,00:14:20.234,00:14:23.528
It's 4:30.,['Joey Tribbiani'],Neutral,9,7,4,5,00:14:24.864,00:14:28.741
"Okay, I see what's going on here.",['Joey Tribbiani'],Mad,9,9,4,5,00:14:32.079,00:14:38.376
You-you do?,['Chandler Bing'],Scared,9,10,4,5,00:14:36.876,00:14:38.376
Yeah! You don't like Kathy.,['Joey Tribbiani'],Mad,9,11,4,5,00:14:38.627,00:14:42.922
You got me.,['Chandler Bing'],Neutral,9,12,4,5,00:14:41.338,00:14:42.922
Yeah. Right.,['Chandler Bing'],Neutral,9,14,4,5,00:14:43.632,00:14:46.384
"Good, and hey! My treat. But that's only because you're not eating anything, right?",['Joey Tribbiani'],Joyful,9,15,4,5,00:14:53.726,00:15:07.572
Okay.,['Chandler Bing'],Neutral,9,16,4,5,00:14:57.980,00:14:59.814
Ross isn't here.,['Monica Geller'],Neutral,10,2,4,5,00:15:00.024,00:15:07.572
Oh. Stop it!,['Rachel Green'],Scared,10,3,4,5,00:15:06.322,00:15:07.572
"So I'll see you at the party? Beer's beer man, 24, 7!!",['Joshua Burgin'],Joyful,10,4,4,5,00:15:08.198,00:15:19.208
Yeah! I am soo gonna marry that guy. Ohhh!,['Rachel Green'],Joyful,10,5,4,5,00:15:15.789,00:15:26.591
What?,['Monica Geller'],Neutral,10,6,4,5,00:15:20.044,00:15:21.419
I think he's stealing from me.,['Rachel Green'],Scared,10,7,4,5,00:15:24.173,00:15:26.591
Why?,['Monica Geller'],Neutral,10,8,4,5,00:15:29.011,00:15:30.887
Because he's stealing from me!,['Rachel Green'],Mad,10,9,4,5,00:15:31.138,00:15:33.056
"Hi! It's me. And soup. Hey, I just saw Josh, he looks so yummy in your leather jacket.",['Phoebe Buffay'],Joyful,10,10,4,5,00:15:33.223,00:15:44.734
Ughh!,['Rachel Green'],Mad,10,11,4,5,00:15:34.475,00:15:37.185
"Here, now I don't eat chicken, so it's just noodle soup. And there's no chicken in the broth either, so it's really just... noodle water.",['Phoebe Buffay'],Peaceful,10,12,4,5,00:15:39.897,00:15:57.789
Thank you so much Phoebe.,['Monica Geller'],Peaceful,10,13,4,5,00:15:41.273,00:15:44.734
Sure.,['Phoebe Buffay'],Joyful,10,14,4,5,00:15:45.903,00:15:46.986
What are you doing with those?!,['Monica Geller'],Powerful,10,15,4,5,00:15:59.875,00:16:01.960
"But, I need your germs! I want my cold back! I miss my sexy voice.",['Phoebe Buffay'],Joyful,10,16,4,5,00:16:04.046,00:16:12.095
"Sorry, Phoebe.",['Monica Geller'],Sad,10,17,4,5,00:16:05.631,00:16:09.467
It's okay. How's the soup?,['Phoebe Buffay'],Neutral,10,18,4,5,00:16:10.260,00:16:12.095
Umm.,['Monica Geller'],Scared,10,19,4,5,00:16:12.388,00:16:14.305
Ohhhh!! Gross!!,['Monica Geller'],Mad,10,21,4,5,00:16:14.556,00:16:16.182
"Ohh, God, guys, check it out, you can see that girl's underwear!",['Kathy'],Joyful,11,2,4,5,00:16:16.433,00:16:37.996
Is she great or what?,['Joey Tribbiani'],Joyful,11,3,4,5,00:16:21.271,00:16:29.737
So? Huh? What do you think?,['Kathy'],Neutral,11,4,4,5,00:16:34.702,00:16:37.996
"Ohh, she's-she's not really my type.",['Chandler Bing'],Neutral,11,5,4,5,00:16:40.416,00:16:45.586
Not your type?! She's gorgeous!,['Kathy'],Peaceful,11,6,4,5,00:16:43.836,00:16:45.586
"Uhh, no-no thanks.",['Chandler Bing'],Peaceful,11,9,4,5,00:16:45.838,00:16:48.506
"Okay, I've got some ugly friends, and they're all available too.",['Kathy'],Joyful,11,10,4,5,00:17:07.192,00:17:13.573
"Listen, I-I'm gonna grab a beer.",['Chandler Bing'],Joyful,11,11,4,5,00:17:14.950,00:17:16.367
I'll be right back. What was that?,['Joey Tribbiani'],Peaceful,11,12,4,5,00:17:17.953,00:17:27.587
What?,['Chandler Bing'],Neutral,11,13,4,5,00:17:25.252,00:17:27.587
"Hey, look, what do you want from me?",['Chandler Bing'],Peaceful,11,15,4,5,00:17:31.425,00:17:35.094
I am pretending.,['Chandler Bing'],Neutral,11,17,4,5,00:17:33.469,00:17:35.094
"Well then, do it better!",['Joey Tribbiani'],Neutral,11,18,4,5,00:17:35.345,00:17:39.223
"Well, that's pretty good. But you might wanna tone it down a little.",['Joey Tribbiani'],Neutral,11,20,4,5,00:18:03.082,00:18:10.421
"No, sorry.",['Monica Geller'],Scared,12,3,4,5,00:18:07.795,00:18:10.421
Well where's Amanda?,['Rachel Green'],Joyful,12,4,4,5,00:18:15.344,00:18:19.847
"Hey Rach, could you get me some cough drops?",['Monica Geller'],Sad,12,5,4,5,00:18:30.317,00:18:35.113
"Ross, cough drops, please?",['Monica Geller'],Sad,12,7,4,5,00:18:31.777,00:18:35.113
At least I know she's not going out with me to get into R rated movies.,['Ross Geller'],Mad,12,8,4,5,00:18:42.412,00:18:48.584
You have nothing! You're not even going out! You're her baby sitter! You have a 12-year-old girl's job!,['Monica Geller'],Mad,12,11,4,5,00:18:58.887,00:19:09.438
"Ohh, that is soo sad.",['Rachel Green'],Joyful,12,12,4,5,00:19:00.556,00:19:06.102
"And what are you laughing at, Miss `My-keg-sucking-boyfriend-is-stealing-from-me!'",['Monica Geller'],Mad,12,13,4,5,00:19:11.859,00:19:24.328
"That's mine!! Now, would you both please start acting like adults? And get me my cough drops!",['Monica Geller'],Mad,12,16,4,5,00:19:31.587,00:19:44.682
Fine.,['Ross Geller'],Neutral,12,17,4,5,00:19:33.630,00:19:35.298
Sorry.,['Rachel Green'],Scared,12,18,4,5,00:19:38.218,00:19:41.971
Here. At least I made ten bucks in my relationship.,['Ross Geller'],Powerful,12,19,4,5,00:19:46.351,00:19:56.360
Y'know...,['Rachel Green'],Peaceful,12,20,4,5,00:19:48.604,00:19:50.938
And I'm still waiting for my paper mache man. Thank you my babies.,['Phoebe Buffay'],Joyful,16,2,4,5,00:21:15.315,00:21:25.199
Rachel?,['Gunther'],Scared,16,4,4,5,00:21:17.859,00:21:20.319
Yeah.,['Rachel Green'],Neutral,16,5,4,5,00:21:23.949,00:21:25.199
No!,['Rachel Green'],Neutral,16,7,4,5,00:21:29.204,00:21:31.539
Okay.,['Rachel Green'],Scared,16,9,4,5,00:21:32.249,00:21:36.127
"So umm, are we cool?",['Gunther'],Powerful,16,10,4,5,00:21:36.461,00:21:42.550
Okay.,['Rachel Green'],Scared,16,11,4,5,00:21:38.714,00:21:42.550
I knew you'd understand.,['Gunther'],Mad,16,12,4,5,00:21:42.926,00:21:44.468
"Y'know if we ever go to war and you're captured, you're in for a big surprise.",['Ross Geller'],Joyful,1,3,4,7,00:00:04.045,00:00:13.012
Wow! Could everyone totally see up his robe?,['Phoebe Buffay'],Joyful,1,6,4,7,00:00:42.876,00:00:50.340
Yeah! Oh my God!,['#ALL#'],Joyful,1,7,4,7,00:00:47.380,00:00:50.340
Here you go.,['Casey'],Neutral,2,2,4,7,00:00:48.548,00:00:50.340
"Great! All right, so I'll call you later.",['Joey Tribbiani'],Peaceful,2,3,4,7,00:00:50.550,00:01:44.728
Great!,['Casey'],Joyful,2,4,4,7,00:01:42.644,00:01:44.728
Hey-Hey-Hey! Who was that?,['Chandler Bing'],Peaceful,2,5,4,7,00:01:44.938,00:01:49.608
That would be Casey. We're going out tonight.,['Joey Tribbiani'],Joyful,2,6,4,7,00:01:47.732,00:01:52.111
What?,['Chandler Bing'],Scared,2,9,4,7,00:01:49.818,00:01:52.111
Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,['Joey Tribbiani'],Joyful,2,10,4,7,00:02:07.168,00:02:13.966
Wait! You're going out with Kathy!,['Chandler Bing'],Mad,2,11,4,7,00:02:12.841,00:02:16.468
Yeah. Why are you getting so upset?,['Joey Tribbiani'],Joyful,2,12,4,7,00:02:14.217,00:02:18.137
What is the big deal? It's not like we're exclusive.,['Joey Tribbiani'],Powerful,2,14,4,7,00:02:28.898,00:02:34.153
You got all that from the back of her head?,['Joey Tribbiani'],Scared,2,16,4,7,00:02:34.779,00:02:42.286
Who's Elaine?,['Joey Tribbiani'],Powerful,2,18,4,7,00:02:37.866,00:02:39.158
"No-no-no-no, this is bad! It's bad! This is bad!",['Chandler Bing'],Sad,5,2,4,7,00:10:42.058,00:11:01.660
Horrible!,['Kathy'],Scared,5,3,4,7,00:10:49.899,00:10:52.567
"Wait the uh, the kiss or the situation?",['Chandler Bing'],Scared,5,4,4,7,00:10:58.741,00:11:04.871
"No-no-no, the kiss was good.",['Kathy'],Peaceful,5,5,4,7,00:11:02.161,00:11:04.871
Okay!,['Chandler Bing'],Peaceful,5,6,4,7,00:11:05.915,00:11:06.956
"No, but that's bad!",['Kathy'],Sad,5,7,4,7,00:11:07.333,00:11:09.876
What?!,['Kathy'],Neutral,5,9,4,7,00:11:10.086,00:11:12.045
"Okay, we-we swallow our feelings. Even if it means we're unhappy forever. Sound good?",['Chandler Bing'],Sad,5,10,4,7,00:11:12.254,00:11:19.969
Can you really do that?,['Kathy'],Scared,5,11,4,7,00:11:18.427,00:11:19.969
"I have to; he's my best friend, and you're seeing him.",['Chandler Bing'],Scared,5,12,4,7,00:11:20.388,00:11:25.350
"Chandler, I like Joey a lot, but with you...",['Kathy'],Sad,5,13,4,7,00:11:23.766,00:11:28.561
"Oh-no-no-no! Don't! Don't! See-see, you're getting me confused, I'm starting to urn.",['Chandler Bing'],Neutral,5,14,4,7,00:11:28.813,00:11:35.652
"I'm sorry. If you wanna pretend that nothing happened, I can try.",['Kathy'],Neutral,5,15,4,7,00:11:32.817,00:11:44.911
I-I think we have too.,['Chandler Bing'],Scared,5,16,4,7,00:11:38.864,00:11:44.911
Okay. Bye.,['Kathy'],Peaceful,5,17,4,7,00:11:40.866,00:11:44.911
Bye. Are you still out there?,['Chandler Bing'],Neutral,5,18,4,7,00:11:49.625,00:12:07.350
No.,['Kathy'],Scared,5,19,4,7,00:11:52.712,00:11:54.754
Electrifying. Emphatic time-time-time...,['Ross Geller'],Neutral,6,2,4,7,00:12:05.307,00:12:07.350
"Y'know, there's a Starbucks about three blocks down.",['Monica Geller'],Peaceful,6,3,4,7,00:12:18.654,00:12:31.124
It's so inspired! Look at him! Look at him go!,['Phoebe Buffay'],Joyful,6,4,4,7,00:12:23.576,00:12:35.378
Thank you guys-guys-guys...,['Ross Geller'],Neutral,6,6,4,7,00:12:27.997,00:12:31.124
"Hey, aren't you up next?",['Monica Geller'],Joyful,6,7,4,7,00:12:31.709,00:12:35.378
"Oh no, I'm not playing tonight.",['Phoebe Buffay'],Sad,6,8,4,7,00:12:57.943,00:13:01.404
Why not?,['Rachel Green'],Neutral,6,9,4,7,00:13:02.448,00:13:04.574
"Phoebe, Ross sucks!",['Monica Geller'],Powerful,6,11,4,7,00:13:05.326,00:13:07.952
"Phoebe, the place has emptied because of him.",['Rachel Green'],Powerful,6,12,4,7,00:13:12.124,00:13:19.964
"Oh my God, he's not even appreciated in his own time. I would give anything to not be appreciated in my own time!",['Phoebe Buffay'],Powerful,6,13,4,7,00:13:16.504,00:13:28.473
"Okay. Umm, Phoebe, you suck too.",['Monica Geller'],Powerful,6,15,4,7,00:13:31.393,00:13:40.652
"Yeah, Phoebe you're... awful!",['Rachel Green'],Powerful,6,16,4,7,00:13:35.231,00:13:40.652
You guys. You suck too.,['Phoebe Buffay'],Joyful,6,17,4,7,00:13:39.276,00:13:48.076
Aww man! I can't believe I locked myself out again!,['Joey Tribbiani'],Mad,7,2,4,7,00:13:40.820,00:14:01.005
Hang on buddy!,['Chandler Bing'],Joyful,7,3,4,7,00:13:46.075,00:13:50.995
Oh my God! What happened here? Did you do all this?,['Joey Tribbiani'],Scared,7,4,4,7,00:14:01.465,00:14:12.642
I sure did.,['Chandler Bing'],Powerful,7,5,4,7,00:14:07.471,00:14:09.556
Why?,['Joey Tribbiani'],Scared,7,6,4,7,00:14:09.807,00:14:12.642
"Well, you're amazing.",['Joey Tribbiani'],Joyful,7,8,4,7,00:14:12.852,00:14:16.521
Oh no-no-no. This is amazing.,['Chandler Bing'],Joyful,7,9,4,7,00:14:16.730,00:14:21.651
"Well, y'know I'm 29. I mean who needs a savings account.",['Chandler Bing'],Neutral,7,11,4,7,00:14:27.741,00:14:35.206
"Oh, you are the best friends anyone has ever had.",['Joey Tribbiani'],Peaceful,7,12,4,7,00:14:32.162,00:14:38.167
"Oh, I don't know.",['Chandler Bing'],Neutral,7,13,4,7,00:14:35.624,00:14:38.167
You mean with Casey.,['Chandler Bing'],Neutral,7,15,4,7,00:14:38.961,00:14:42.463
Or Casey.,['Chandler Bing'],Powerful,7,17,4,7,00:14:41.255,00:14:42.463
"No-no, Kathy.",['Joey Tribbiani'],Neutral,7,18,4,7,00:14:42.673,00:14:45.091
Could be Casey.,['Chandler Bing'],Peaceful,7,19,4,7,00:14:45.301,00:14:49.178
"No. No, Kathy.",['Joey Tribbiani'],Peaceful,7,20,4,7,00:14:49.430,00:14:50.513
Consider Casey.,['Chandler Bing'],Powerful,7,21,4,7,00:14:50.931,00:14:51.931
That all the pieces of my life are falling right into place!,['Chandler Bing'],Powerful,7,23,4,7,00:15:07.323,00:15:14.621
Hey!,['Ross Geller'],Joyful,8,2,4,7,00:15:10.326,00:15:14.621
"Hey! You were really great! You were really, really great!",['Phoebe Buffay'],Joyful,8,3,4,7,00:15:22.463,00:15:27.926
"Well, kinda. Yeah. Yeah.",['Phoebe Buffay'],Joyful,8,5,4,7,00:15:23.631,00:15:27.926
Pheebs...,['Ross Geller'],Peaceful,8,6,4,7,00:15:28.135,00:15:29.385
"See but, Pheebs that-that is the exact opposite intent of my music. Y'know my music is-is meant to inspire, and if it bothers you this much, then I... I won't play anymore.",['Ross Geller'],Sad,8,8,4,7,00:15:53.410,00:16:13.054
"Oh no. No-no-no, don't do that! How could I live with myself if I knew I was depriving the world of your music.",['Phoebe Buffay'],Sad,8,9,4,7,00:16:03.379,00:16:18.434
"Yeah, okay.",['Ross Geller'],Neutral,8,10,4,7,00:16:05.547,00:16:09.133
Hey Chandler! Saw the new furniture. Very nice.,['Ross Geller'],Joyful,9,2,4,7,00:16:21.355,00:16:32.448
Yeah! Joey has the best boyfriend ever!,['Monica Geller'],Joyful,9,3,4,7,00:16:32.616,00:16:38.788
I kissed Kathy.,['Chandler Bing'],Powerful,9,4,4,7,00:16:37.579,00:16:38.788
What?,['Ross Geller'],Joyful,9,5,4,7,00:16:39.039,00:16:40.373
Are you serious?,['Monica Geller'],Scared,9,6,4,7,00:16:40.582,00:16:42.458
Does Joey know?,['Phoebe Buffay'],Powerful,9,7,4,7,00:16:42.668,00:16:46.421
You obviously haven't screwed over a lot of your friends. Which we all appreciate.,['Monica Geller'],Neutral,9,9,4,7,00:16:47.214,00:16:57.682
"Oh, don't say that! Don't say that. That's not true. Is it?",['Chandler Bing'],Sad,9,11,4,7,00:16:57.933,00:17:04.647
"I think maybe, yeah.",['Phoebe Buffay'],Sad,9,12,4,7,00:17:00.853,00:17:04.647
He loves you.,['Monica Geller'],Joyful,9,13,4,7,00:17:04.857,00:17:06.441
Then why didn't you tell me to do that?!!,['Chandler Bing'],Scared,9,14,4,7,00:17:06.650,00:17:09.277
"Well, I said-I said something to Phoebe.",['Ross Geller'],Sad,9,15,4,7,00:17:09.778,00:17:14.782
"I know, I remember that!",['Rachel Green'],Joyful,9,17,4,7,00:17:12.114,00:17:14.782
I remember you did.,['Monica Geller'],Powerful,9,18,4,7,00:17:14.992,00:17:17.994
God!! What am I gonna do?!,['Chandler Bing'],Powerful,9,19,4,7,00:17:18.662,00:17:20.371
"Well, Chandler, you're gonna have to tell him.",['Rachel Green'],Powerful,9,20,4,7,00:17:20.622,00:17:24.042
Why?! Why do I have to tell him?!,['Chandler Bing'],Powerful,9,21,4,7,00:17:22.541,00:17:27.003
Because you do.,['Rachel Green'],Peaceful,9,22,4,7,00:17:24.376,00:17:27.003
"Yeah, I know.",['Chandler Bing'],Neutral,9,23,4,7,00:17:31.175,00:17:34.385
"Oh my God, he's lost it. He's totally lost it.",['Phoebe Buffay'],Scared,11,2,4,7,00:20:52.501,00:21:00.049
What?,['Monica Geller'],Neutral,11,3,4,7,00:20:53.710,00:20:56.003
"Thank you, thanks. Yeah, I lost it. Y'know, I'm not gonna play anymore, would you, can you finish my set?",['Ross Geller'],Scared,11,6,4,7,00:21:07.057,00:21:33.708
"After that? Yeah! No, I mean if I can help.",['Phoebe Buffay'],Neutral,11,7,4,7,00:21:34.584,00:21:40.548
"Yeah, like I could lose it.",['Ross Geller'],Neutral,11,9,4,7,00:21:38.338,00:21:40.548
What?,['Rachel Green'],Neutral,11,10,4,7,00:21:46.179,00:21:48.556
I played bad on purpose guys.,['Ross Geller'],Joyful,11,11,4,7,00:21:50.559,00:21:54.186
"Okay, so you were trying to play bad this whole time.",['Monica Geller'],Neutral,11,13,4,7,00:21:54.396,00:22:00.526
"Yeah-no, just that last song.",['Ross Geller'],Neutral,11,14,4,7,00:21:56.606,00:21:58.858
Hello.,['Joey Tribbiani'],Neutral,1,2,4,8,00:00:02.127,00:00:04.211
Hello.,['Joey Tribbiani'],Neutral,1,6,4,8,00:00:04.379,00:00:05.421
"Look I never should have kissed your girlfriend, but I'm...",['Chandler Bing'],Mad,1,7,4,8,00:00:14.431,00:00:22.187
Stop callin'!!,['Joey Tribbiani'],Mad,1,10,4,8,00:00:16.516,00:00:22.187
"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.",['Voice'],Neutral,1,11,4,8,00:00:24.149,00:00:31.280
All right!,['Joey Tribbiani'],Neutral,1,12,4,8,00:00:26.067,00:00:27.109
"What is the name of your roommate who is very, very sorry and would do anything...",['Voice'],Mad,1,13,4,8,00:00:31.448,00:00:41.874
Hey!,['Ross Geller'],Neutral,3,2,4,8,00:00:34.451,00:00:35.701
Hey!,['Joey Tribbiani'],Neutral,3,3,4,8,00:00:35.869,00:00:37.077
What are you doing?,['Ross Geller'],Neutral,3,4,4,8,00:00:37.245,00:00:41.874
I'm sending back all this stuff that Chandler bought out of guilt.,['Joey Tribbiani'],Scared,3,5,4,8,00:05:54.312,00:06:06.323
Everything? Even the TV?,['Ross Geller'],Peaceful,3,6,4,8,00:06:00.902,00:06:03.570
No! I'm putting that in my room.,['Joey Tribbiani'],Joyful,3,7,4,8,00:06:06.908,00:06:10.660
"Listen, Joey, I know what he did was wrong but don't you think you could at least hear the guy out?",['Ross Geller'],Neutral,3,8,4,8,00:06:12.288,00:06:20.754
"Back when you and Rachel were together, if Chandler had kissed her, would you hear him out?",['Joey Tribbiani'],Neutral,3,9,4,8,00:06:16.626,00:06:23.423
"That's a good point. So uh, how long are you gonna punish him?",['Ross Geller'],Neutral,3,10,4,8,00:06:23.591,00:06:30.305
Five years.,['Joey Tribbiani'],Neutral,3,11,4,8,00:06:26.135,00:06:28.553
You've sentenced him?!,['Ross Geller'],Scared,3,12,4,8,00:06:28.721,00:06:32.516
Hey! Don't do the crime if you can't do the time.,['Joey Tribbiani'],Joyful,3,13,4,8,00:06:31.474,00:06:35.769
"Joey, the guy's your best friend.",['Ross Geller'],Powerful,3,14,4,8,00:06:32.683,00:06:35.769
"No, was my best friend. Anyway, I don't know why you're pushing for him so hard. With him out of the way as my best friend, there's a spot open.",['Joey Tribbiani'],Joyful,3,15,4,8,00:06:36.187,00:06:46.071
"Oh, who? Me?",['Ross Geller'],Joyful,3,16,4,8,00:06:40.149,00:06:42.359
Yeah!,['Joey Tribbiani'],Joyful,3,17,4,8,00:06:42.527,00:06:46.071
Wow! I'm honored! And y'know what I'm gonna do as my first act as your best friend?,['Ross Geller'],Powerful,3,18,4,8,00:06:48.366,00:06:56.081
What?,['Joey Tribbiani'],Joyful,3,19,4,8,00:06:51.119,00:06:52.994
I'm gonna get you to talk to Chandler.,['Ross Geller'],Joyful,3,20,4,8,00:06:56.249,00:06:58.708
All right. But if you weren't my best friend.,['Joey Tribbiani'],Sad,3,21,4,8,00:07:00.378,00:07:04.339
"Oh my God, is it really that bad?",['Kathy'],Powerful,4,2,4,8,00:07:04.507,00:07:09.553
"I walk into a room and he won't even talk to me, he just mumbles something in Italian. And I know he only knows the bad words.",['Chandler Bing'],Sad,4,3,4,8,00:07:07.218,00:07:19.104
"Hey Gunther, have you uh, have you seen Chandler?",['Joey Tribbiani'],Neutral,4,4,4,8,00:07:23.359,00:07:27.863
"I thought you were Chandler. But umm, one of who is over there.",['Gunther'],Neutral,4,5,4,8,00:07:26.404,00:07:32.868
Oh.,['Kathy'],Neutral,4,7,4,8,00:07:30.533,00:07:32.868
Hey Joe.,['Chandler Bing'],Neutral,4,8,4,8,00:07:38.916,00:07:42.461
"I'll be right with you. Okay? Thanks, Wendy.",['Doctor'],Powerful,5,2,4,8,00:07:41.043,00:07:53.305
Oh my God! How cute is the on-call doctor?,['Monica Geller'],Joyful,5,3,4,8,00:07:53.848,00:07:59.978
"Ooh, so cute, that I'm thinking about jamming this pen in my eye.",['Rachel Green'],Powerful,5,4,4,8,00:07:56.392,00:08:03.773
